RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Default
0.098709895,57,0,0.499423465,13875.0,17,0,2,0,3,0
0.153820893,30,0,0.109485491,4100.0,6,0,0,0,3,0
0.547955773,70,0,0.454448017,6530.0,5,0,2,0,0,0
0.055725584,68,0,0.204359128,5000.0,10,0,1,0,0,0
0.241573106,52,0,1974.0,0.0,9,0,1,0,0,0
0.331104306,62,0,0.227651305,3601.0,5,0,1,0,0,0
0.0,56,0,0.112727273,8249.0,7,0,1,0,0,0
0.015202779,58,0,0.116470917,7151.0,7,0,1,0,0,0
0.020200766,63,0,1421.0,0.0,17,0,2,0,0,0
0.284827767,34,0,0.080289569,9116.0,7,0,0,0,0,0
0.058943232,42,0,0.009425878,3500.0,4,0,0,0,2,0
0.456809712,29,0,616.0,0.0,9,0,0,0,0,0
0.0,47,0,0.139714571,11000.0,9,0,1,0,2,0
0.32282304,43,0,0.562783258,3750.0,10,0,1,0,1,0
0.014599027,70,0,0.217391304,2598.0,2,0,0,0,0,0
0.032285649,48,0,0.23844872,6600.0,9,0,2,0,0,0
0.246415814,35,1,0.323671498,6416.0,19,0,1,0,0,0
0.269596974,46,0,0.053325433,6750.0,4,0,0,0,0,0
0.9999999,21,0,0.0,1200.0,0,0,0,0,0,0
0.018332111,63,0,0.654115587,3425.0,10,0,1,0,1,0
0.100641139,32,0,0.008331945,6000.0,2,0,0,0,0,0
0.034198577,68,0,0.476154428,5283.0,10,0,2,0,0,0
0.131213901,34,0,0.228902522,7334.0,9,0,2,0,0,0
0.122966326,73,0,1016.0,0.0,10,0,1,0,0,0
0.04045749,65,0,0.986113482,17570.0,20,0,11,0,0,0
0.167747385,48,1,0.636907501,4345.0,13,0,1,0,0,0
0.060878894,70,1,0.242207892,13025.0,8,0,2,0,0,0
0.020256688,47,0,2698.0,0.0,9,0,1,0,0,0
0.946323172,49,1,0.810940499,2083.0,4,1,1,1,1,0
0.0,69,0,0.648900733,3001.0,5,0,2,0,0,0
0.021119155,61,0,0.498626572,6916.0,5,0,1,0,0,0
0.137616399,43,0,1492.0,0.0,9,0,1,0,0,0
0.034658788,49,0,0.277264522,9416.0,13,0,1,0,0,0
0.657801494,81,0,0.131962296,3500.0,4,0,0,0,0,0
0.0,39,1,0.078992101,10000.0,4,0,0,0,0,0
1.026192372,52,5,0.653604776,6532.0,25,0,2,0,0,0
0.280553502,61,0,0.122807018,11000.0,16,0,0,0,0,0
0.004931706,44,0,1410.0,0.0,4,0,1,0,0,0
0.0,32,1,0.151688312,5774.0,9,0,0,1,4,0
0.715472162,37,1,0.124441308,4250.0,3,0,0,0,3,0
0.137233414,44,0,0.580053496,2616.0,11,0,1,0,0,0
0.604039048,39,0,0.447078989,7000.0,8,0,2,0,4,0
0.982516284,54,2,0.231838775,6400.0,5,0,0,0,0,0
0.529494101,69,0,115.0,0.0,3,0,0,0,0,0
0.155149868,50,0,0.29342787,7333.0,6,0,1,0,2,0
0.12592736,27,0,1392.0,0.0,8,0,2,0,0,0
1.566866267,46,2,0.104982503,6000.0,3,2,0,0,0,0
0.302175318,56,0,0.255552719,11750.0,6,0,1,0,0,0
0.9999999,42,0,0.392871287,5049.0,4,2,2,0,2,1
0.068166326,81,0,892.0,0.0,4,0,1,0,0,0
0.9999999,74,0,0.0,0.0,1,0,0,0,0,0
0.02105184,58,0,724.0,0.0,4,0,1,0,0,0
0.75128109,38,3,0.701099633,3000.0,7,1,1,1,2,1
0.044998393,43,0,0.209379062,10000.0,5,0,1,0,1,0
0.0,47,0,0.418488445,1600.0,5,2,0,0,0,0
0.76954592,54,0,0.385709867,6465.0,9,0,1,0,0,0
0.715034513,39,0,0.615311369,5250.0,8,0,2,0,2,0
0.9999999,45,0,2.264779351,1200.0,3,0,2,0,2,0
0.225645562,47,0,0.284040496,8790.0,6,0,1,0,0,0
0.306897931,66,0,2073.0,0.0,4,0,1,0,2,0
0.9999999,23,0,0.0,847.0,1,0,0,0,0,0
0.119949324,76,0,0.461008665,4500.0,6,0,1,0,1,0
0.017512196,56,0,2135.0,0.0,10,0,1,0,5,0
0.007817826,68,0,0.001764291,2833.0,3,0,0,0,0,0
0.0,33,0,0.191293576,5650.0,8,0,1,0,1,0
0.289371347,38,0,0.612096976,4000.0,7,0,2,0,2,0
1.123876124,26,1,0.356158993,2540.0,5,3,0,3,2,0
0.051479906,48,0,0.356625735,25000.0,16,0,4,0,2,0
0.751469829,38,0,0.709842257,4500.0,5,0,1,0,2,0
0.696224732,49,0,0.735852829,5000.0,13,0,1,0,0,0
0.0,60,3,0.292697378,6750.0,5,1,1,2,0,1
0.257643937,67,0,200.0,0.0,4,0,0,0,0,0
0.380177842,59,0,0.23568735,5833.0,6,0,1,0,1,0
1.6e-05,80,0,0.716395305,2640.0,14,0,1,0,0,0
0.158722752,59,0,0.052973513,2000.0,4,0,0,0,1,0
0.135807372,65,0,0.044782087,2500.0,3,0,0,0,0,0
0.016432992,63,0,0.233980087,7833.0,3,0,1,0,0,0
0.048966776,78,0,0.020595881,5000.0,4,0,0,0,0,0
0.142115904,43,0,0.598731574,5833.0,8,0,2,0,3,1
0.047254715,64,1,64.0,0.0,5,0,0,0,0,0
0.985735235,51,0,0.413799482,5405.0,6,0,1,0,0,0
0.04219578,38,0,0.352202806,8125.0,4,0,1,0,2,0
0.103744813,34,0,0.152474588,6000.0,7,0,0,0,0,0
1.331797235,41,3,1099.0,0.0,7,0,0,1,0,1
0.962993506,42,0,0.425616322,3528.0,7,0,0,0,2,1
0.9999999,48,1,0.003845168,3900.0,0,1,0,1,2,0
0.036107639,42,0,0.079873569,11705.0,12,0,1,0,4,0
0.404261217,58,1,0.431303435,13333.0,15,0,3,0,2,0
0.9999999,61,0,0.0970495,4100.0,1,1,0,1,2,0
0.48935721,48,0,0.393285905,8995.0,9,0,1,0,0,0
0.11475541,53,0,940.0,0.0,3,0,1,0,0,0
0.107991361,66,1,1560.0,0.0,8,0,1,0,0,0
0.107964287,70,0,0.033370829,8000.0,5,0,0,0,0,0
0.103775215,65,0,0.222071349,8100.0,6,0,2,0,3,0
0.667713881,38,0,0.129967508,4000.0,4,0,0,0,3,0
0.59304296,63,0,0.506606356,8400.0,12,1,2,0,0,1
0.239191525,67,0,0.199641404,14500.0,12,0,1,0,0,0
0.056885177,58,1,0.438935817,12666.0,16,0,2,0,0,0
0.296525124,64,0,0.585913127,8333.0,6,0,2,0,1,0
0.021356761,60,0,0.344487402,7500.0,10,0,1,0,1,0
0.021131925,30,2,0.002347418,3833.0,4,0,0,0,0,0
0.487349163,41,0,0.277352018,13700.0,14,0,2,0,1,0
0.120487853,71,0,0.305092665,6420.0,3,0,1,0,1,0
0.037468384,35,0,0.116739581,4342.0,3,0,0,0,0,0
0.172373699,53,0,0.137095408,5900.0,2,0,1,0,3,0
0.29194258,29,0,0.457344452,3117.0,6,0,1,0,1,0
0.072491165,55,0,0.25144978,4310.0,7,0,1,0,1,0
0.992225102,36,0,955.0,0.0,8,0,0,0,0,1
0.096409434,41,0,0.259581559,5400.0,8,0,1,0,3,0
0.056929538,50,0,3013.0,0.0,3,0,1,0,0,0
0.893569987,53,2,0.875412459,10000.0,20,0,1,2,0,0
0.307175013,71,0,0.266953125,12799.0,18,0,2,0,0,0
0.053769892,56,0,0.240222477,11326.0,10,0,1,0,1,0
0.476576171,40,0,0.397273978,7996.0,5,0,2,0,1,0
0.257241157,69,1,0.288913774,6250.0,11,0,0,0,0,0
0.328830046,37,0,0.005999,6000.0,5,0,0,0,0,0
0.9999999,27,0,476.0,0.0,1,0,0,0,0,0
0.073437039,54,0,1.368895567,1330.0,5,0,1,0,2,0
0.871661437,58,0,0.535861124,4377.0,6,0,2,0,1,0
0.010256191,68,0,0.001333206,10500.0,8,0,0,0,0,0
0.291306359,42,0,0.518296341,1666.0,9,0,1,0,0,1
0.471084282,59,2,0.721046492,6000.0,16,0,2,0,0,0
0.0,53,1,569.0,0.0,2,0,0,0,0,0
0.952629292,65,1,1.086778737,2200.0,4,0,1,1,1,1
0.0,67,0,0.215192597,4646.0,4,0,1,0,0,0
0.0,70,0,0.272715152,15000.0,10,0,1,0,1,0
0.316489177,46,0,0.289921466,4583.0,10,0,0,0,0,0
0.0538919,74,0,0.0041511,7226.0,5,0,0,0,0,0
0.612622416,53,0,2933.0,0.0,12,0,2,0,3,0
0.551817433,26,0,0.056391316,11100.0,6,0,0,1,0,0
0.94598322,56,0,0.656155104,4280.0,3,0,1,0,0,0
0.379041397,49,2,0.10078534,4583.0,4,0,1,0,2,0
0.174357455,32,0,0.27086805,6600.0,5,0,2,0,2,0
0.129974005,88,0,29.0,0.0,5,0,0,0,0,0
0.232633891,68,0,0.531039293,4300.0,15,0,2,0,0,0
0.887721435,60,4,1.313895216,4389.0,12,0,2,0,1,0
0.331633367,57,0,0.526667362,9580.0,9,0,1,0,3,0
0.108975055,31,0,0.322782481,8150.0,15,0,2,0,1,0
0.640669916,71,0,0.387884554,3152.0,10,0,1,0,0,0
0.647272045,74,0,0.272121437,2700.0,6,0,0,0,0,0
0.516205291,54,1,0.274175454,4456.0,7,0,0,0,1,0
0.413589581,55,0,1.205276175,1212.0,9,0,1,0,0,0
0.273258139,44,0,3.762904637,1142.0,5,0,2,0,2,0
0.105212225,57,0,2270.0,0.0,5,0,1,0,0,0
0.902260962,41,0,0.629763131,5825.0,11,0,4,0,0,0
0.010342718,52,0,2874.0,0.0,16,0,2,0,0,0
0.9999999,47,0,0.0,0.0,4,0,0,0,0,0
0.00055384,85,0,9.52e-05,10500.0,12,0,0,0,0,0
0.0,77,0,0.034753776,57000.0,16,0,1,0,0,0
0.009538849,70,0,0.190613087,16000.0,13,0,3,0,0,0
0.702287049,72,0,0.264388489,6671.0,14,0,0,0,0,0
0.367017608,46,0,0.260030125,7302.0,8,0,1,0,1,0
0.9999999,29,1,0.172447968,4035.0,6,0,0,3,1,0
0.288108449,78,0,0.361340021,5581.0,15,0,1,0,0,0
0.856233904,41,0,0.224726234,6300.0,8,0,0,0,0,0
0.000299985,50,0,0.270039622,6561.0,5,0,2,0,1,0
0.072416238,86,0,0.006398294,3750.0,4,0,0,0,1,0
0.0,82,0,0.0,10500.0,5,0,0,0,0,0
1.174579661,59,0,0.231010297,6700.0,21,0,0,0,0,0
0.477829753,45,0,0.432628798,9083.0,16,0,2,0,0,0
0.902119382,74,1,1.023916293,3344.0,9,0,1,0,2,0
0.085103644,63,0,0.271272873,10000.0,4,0,1,0,1,0
0.183352015,29,0,0.240610178,7800.0,5,0,1,0,0,0
0.070635079,62,0,0.384717903,2250.0,7,0,0,0,0,0
0.008286563,64,0,0.011427483,10500.0,9,0,0,0,0,0
0.9999999,39,0,0.01975417,6833.0,0,0,0,0,1,0
0.033872111,66,0,0.435236004,3643.0,8,0,1,0,1,0
0.2493793,62,0,0.22825145,15000.0,22,0,1,0,0,0
0.0,43,0,498.0,0.0,4,0,0,0,2,0
0.104919353,68,0,0.312180694,3718.0,6,0,1,0,1,0
0.017302341,65,0,140.0,0.0,3,0,0,0,0,0
0.20352571,44,0,0.230226894,7800.0,12,0,1,0,0,0
0.000588212,73,0,0.0,0.0,6,0,0,0,0,0
0.327103144,53,0,0.666123613,9820.0,6,0,2,0,0,0
0.0,57,0,0.235023041,11500.0,9,0,1,0,0,0
0.438202247,29,0,0.116838488,3200.0,5,3,0,0,3,0
0.77279919,46,0,0.251651559,6508.0,11,0,0,0,0,1
0.397703956,47,0,0.349331773,10250.0,9,0,1,0,2,0
0.932669472,46,0,1.000499875,4000.0,10,0,2,0,3,0
0.441737773,57,1,0.385989249,11533.0,18,0,1,0,0,0
0.0,64,0,0.357479026,4886.0,5,0,1,0,0,0
0.094401703,55,0,0.387329476,14000.0,11,0,3,0,3,0
0.035749049,71,0,1239.0,0.0,3,0,1,0,0,0
0.9999999,35,0,0.259510401,8700.0,4,0,2,0,0,0
0.006387098,40,0,0.159755841,4750.0,9,0,1,0,0,0
0.024125691,57,0,0.004273973,9124.0,5,0,0,0,1,0
1.126873127,30,0,0.013301088,2480.0,1,0,0,0,0,0
0.90171906,43,0,0.761709121,3650.0,5,0,1,0,0,0
0.005485872,57,0,0.142143012,4600.0,10,0,1,0,1,0
0.003870864,48,0,0.127621483,7819.0,8,0,0,0,1,0
0.475416223,53,0,2.365192582,700.0,8,0,1,0,0,0
0.072120192,48,0,1121.0,0.0,6,0,1,0,2,0
0.333574559,74,0,0.498250292,6000.0,15,0,2,1,1,0
0.027906554,63,0,2001.0,0.0,5,0,2,0,0,0
0.9999999,33,10,0.0,1500.0,0,10,0,10,0,0
0.069330252,45,0,0.190226222,8000.0,8,0,1,0,0,0
0.9999999,75,0,0.338380015,1320.0,4,0,0,0,0,0
0.032684427,45,0,1685.0,0.0,5,0,2,0,0,0
0.001670569,47,0,2547.0,0.0,11,0,1,0,0,0
0.182717609,33,0,0.300062217,11250.0,4,0,1,0,0,0
0.045265559,56,0,0.346623874,8100.0,9,0,2,0,0,0
0.06777153,74,0,0.333767927,2300.0,8,0,1,0,0,0
0.055800971,46,0,1886.0,0.0,7,0,1,0,0,0
0.307038476,60,0,0.196380896,13483.0,5,0,2,0,2,0
0.749589412,53,0,0.034055728,6782.0,6,0,0,0,0,0
0.007693585,67,0,0.154542711,3312.0,16,0,1,0,0,0
0.0,45,0,0.0,0.0,1,0,0,0,0,0
0.048493613,64,0,0.249001874,12272.0,8,0,2,0,0,0
0.02279772,42,0,0.003605375,3050.0,6,0,0,0,1,0
0.787588318,46,0,0.648235054,4900.0,15,0,1,0,2,0
0.091537133,57,0,0.4204513,3500.0,4,0,1,0,0,0
0.050385471,78,0,0.062271898,8767.0,6,0,0,0,0,0
0.233316786,51,0,0.011877066,8166.0,4,0,0,0,1,0
1.068965517,33,0,1.508305648,300.0,3,0,0,0,0,0
0.976222345,30,0,0.284229284,3366.0,9,0,0,0,0,0
0.00564573,83,0,0.140437544,1416.0,2,0,0,0,0,0
0.196593971,51,0,1394.0,0.0,7,0,1,0,0,0
0.20190553,61,0,0.396864541,5676.0,23,0,1,0,0,0
0.270500713,46,0,0.421957804,10000.0,11,0,3,0,0,0
0.430594637,48,0,0.228860516,4150.0,5,0,0,0,3,0
0.352664734,35,0,0.346059449,11000.0,5,0,2,0,1,0
0.482038151,42,0,0.08432882,11300.0,4,0,0,0,4,0
0.004185134,61,0,0.00166113,6019.0,6,0,0,0,0,0
0.006927627,62,0,0.002666222,6000.0,7,0,0,0,0,0
0.116460948,54,1,0.244344457,8000.0,8,0,2,0,2,0
0.030300997,47,0,0.008247938,4000.0,6,0,0,0,0,1
0.019680505,42,0,2199.0,0.0,10,0,1,0,1,0
1.009993754,32,2,0.422585866,5560.0,7,0,1,0,0,0
0.045986146,77,0,104.0,0.0,8,0,0,0,0,0
0.334424628,74,1,0.13093991,10500.0,19,0,0,0,0,0
0.9999999,51,0,7.0,0.0,4,0,0,0,0,0
0.116477168,67,0,0.363695937,15259.0,8,0,2,0,0,0
1.857819905,43,1,0.017697081,4350.0,1,0,0,0,2,1
0.512327066,61,3,0.439263995,6412.0,18,0,2,0,0,0
0.543456543,28,0,0.00551534,2900.0,1,0,0,0,0,0
0.9999999,27,0,0.187235679,2600.0,3,0,0,0,0,0
0.040254589,76,0,2033.0,0.0,8,0,1,0,0,0
0.007546075,87,0,0.002777263,5400.0,7,0,0,0,0,0
0.030827691,37,0,0.49410118,5000.0,7,0,1,0,3,0
0.364568733,77,0,0.47186096,8457.0,16,0,2,0,0,0
0.049009915,62,0,0.108518864,7500.0,5,0,1,0,1,0
0.127382988,75,0,0.370234178,5166.0,6,0,2,0,0,0
0.302531688,39,0,0.262085441,7115.0,9,0,2,0,1,0
0.010206193,45,0,148.0,0.0,5,0,0,0,0,0
0.9999999,56,0,0.279748707,2705.0,4,0,0,0,0,0
0.069017591,51,0,0.213422708,12083.0,8,0,1,0,4,0
0.021994789,64,0,1579.0,0.0,9,0,1,0,0,0
0.013899305,81,0,818.0,0.0,3,0,1,0,0,0
0.333656526,53,1,0.152735151,5538.0,9,0,0,0,1,0
0.012199756,78,0,0.011242973,1600.0,9,0,0,0,0,0
1.00679864,51,0,0.530497967,15000.0,11,0,3,0,2,0
0.97634122,52,0,0.021383902,4956.0,4,0,0,0,2,0
0.9999999,37,0,1439.0,0.0,1,0,1,0,0,0
0.948293101,42,4,0.502767363,5600.0,7,3,1,2,2,0
0.419515124,50,0,0.637045369,8000.0,11,0,2,0,0,0
0.64148428,26,0,0.253024724,1900.0,4,0,0,0,0,0
0.041337722,42,0,0.234887737,11000.0,13,0,2,0,2,0
0.007692156,53,0,0.519476043,2900.0,10,0,1,0,0,0
0.077809798,54,0,0.386389075,4466.0,10,0,2,0,0,0
0.147047386,48,1,0.140868412,3016.0,6,0,0,0,0,0
0.876765083,37,1,0.859739473,3300.0,8,0,1,0,3,0
0.116990284,62,0,0.222879684,1520.0,5,0,0,0,1,0
0.123350658,53,1,1131.0,0.0,18,0,2,0,2,1
0.382841216,52,0,0.660442028,8460.0,23,0,2,0,1,0
0.245321651,46,0,0.345220976,10430.0,4,0,2,0,0,0
0.574252926,49,0,0.319736053,3333.0,9,0,1,1,3,0
0.402112561,54,0,1.116801999,3201.0,9,1,2,0,0,0
0.663491064,40,0,0.270820632,8200.0,9,0,1,0,2,0
0.0,44,0,0.456423929,6000.0,6,0,1,0,0,0
0.152442474,59,0,0.292005983,6016.0,6,0,2,0,0,0
0.125582079,63,0,0.613548029,1800.0,10,0,0,0,0,0
0.031229329,62,0,1067.0,0.0,17,0,1,0,0,0
0.36010134,60,0,0.226424126,8355.0,14,1,2,0,0,0
0.152620652,56,0,0.373563218,869.0,7,0,0,0,0,0
0.02279271,40,0,0.462208347,6085.0,9,0,2,0,2,0
0.169009324,59,0,0.492299427,5583.0,12,0,3,0,2,0
0.445077738,44,0,0.499096386,3319.0,9,0,1,0,0,0
0.008318357,48,0,1478.0,0.0,15,0,1,0,0,0
0.194657048,78,0,0.934203063,1762.0,15,0,1,0,0,0
0.142704621,55,0,0.4306894,5395.0,20,0,2,0,0,0
0.441019964,51,1,0.512074396,6666.0,16,0,2,0,2,0
0.354063559,57,0,0.580548389,16666.0,9,0,3,0,1,0
0.804246809,49,1,0.48659306,6339.0,7,0,1,0,0,0
0.9999999,63,0,3242.0,0.0,5,0,2,0,0,0
0.6508994,70,0,380.0,0.0,2,0,0,0,0,0
0.265680316,65,0,0.147795448,10500.0,17,0,1,0,0,0
0.698161883,53,0,0.295252474,5960.0,3,1,1,2,3,1
0.088953234,72,0,1.080898546,13621.0,18,0,9,0,1,0
0.036420773,27,0,0.279534715,2750.0,7,0,0,0,0,0
0.840035548,44,1,0.661267746,5000.0,6,0,2,0,1,1
0.578219507,68,0,0.477558348,6683.0,12,0,2,0,2,0
0.922426379,59,0,0.371516622,15250.0,10,0,1,0,1,0
0.605333093,64,3,0.01928846,45000.0,11,1,1,0,0,0
0.101234523,41,0,0.397365317,5085.0,10,0,1,0,0,0
0.0,30,0,911.0,0.0,4,0,2,0,0,0
0.205459733,45,0,0.462059771,9000.0,21,0,1,0,0,0
0.011606218,46,0,0.207696661,7067.0,11,0,1,0,2,0
0.05629659,50,0,0.117674392,17216.0,11,0,1,0,1,0
0.448850383,35,1,2331.0,0.0,7,0,2,0,0,0
0.98890771,49,0,0.540074557,4291.0,4,0,0,0,1,0
0.008349083,84,0,0.004907306,1833.0,11,0,0,0,0,0
0.119853803,40,0,0.842931937,2100.0,5,0,1,0,2,0
0.9999999,46,0,0.486570893,1600.0,4,0,0,0,0,0
0.626373626,24,1,0.176328502,1655.0,5,0,0,1,0,0
0.033774649,43,0,0.211378862,10000.0,7,0,1,0,2,0
0.011212594,49,0,0.095942824,13851.0,14,0,0,0,2,0
0.307046197,28,0,0.094704847,6250.0,7,0,0,0,0,0
0.009899505,67,0,927.0,0.0,7,0,1,0,0,0
0.005679821,59,0,1000.0,0.0,7,0,1,0,0,0
0.103280499,51,0,0.298395984,8166.0,9,0,1,0,3,0
0.038396928,86,0,0.005830904,2400.0,2,0,0,0,0,0
0.880201277,50,0,0.538402848,3931.0,10,0,0,0,1,0
0.13391297,49,0,0.08536434,24166.0,8,0,1,0,2,0
0.957208558,54,0,0.652869426,5000.0,4,0,1,0,0,0
0.815198618,83,0,0.178109453,3014.0,3,0,0,0,0,0
0.202243283,62,0,1499.0,0.0,6,0,2,0,0,0
0.112177564,26,0,0.025772051,4500.0,2,0,0,0,1,0
0.0,73,0,0.330266973,10000.0,6,0,2,0,1,0
0.280765698,64,0,0.299911269,2253.0,9,0,0,0,2,0
0.350182491,28,0,0.217744455,3200.0,9,0,0,0,0,0
0.004552019,63,0,0.282588191,5300.0,9,0,1,0,1,0
0.943024917,46,2,0.311445148,7583.0,8,1,1,0,0,0
0.894809715,53,0,0.708700194,6700.0,11,0,2,0,0,0
0.066912436,31,1,0.651175358,3700.0,8,0,2,0,2,0
0.9999999,59,0,0.309588603,6246.0,5,0,1,0,0,0
0.887374391,33,0,0.156698782,5500.0,13,0,0,0,0,0
0.649872574,26,0,0.03534452,2800.0,3,0,0,0,0,0
0.912844333,45,1,0.078870354,6833.0,3,0,0,0,0,0
0.595867011,46,0,0.336879433,15227.0,3,0,2,0,1,0
0.004958813,75,0,3.0,0.0,1,0,0,0,1,0
0.26664889,43,0,0.868756121,1020.0,6,0,0,0,0,0
0.038719429,47,0,1873.0,0.0,8,0,1,0,0,0
0.321804881,81,1,0.429514097,5000.0,14,0,0,0,0,0
0.000570259,59,0,1195.0,0.0,11,0,1,0,0,0
0.073517389,47,0,35.0,0.0,3,0,0,0,0,0
0.268245741,44,0,0.40412767,8333.0,12,0,2,0,2,0
0.0,38,0,0.092774342,27000.0,8,0,1,0,3,0
0.9999999,61,0,1210.0,0.0,2,0,1,0,0,0
0.9999999,62,0,0.873772791,1425.0,8,1,1,0,1,1
0.170516344,34,0,0.77782826,2200.0,7,0,1,0,0,0
0.032273244,46,0,24.0,0.0,2,0,0,0,0,0
0.0,66,0,0.0,10000.0,3,0,0,0,0,0
0.23675094,63,0,1796.0,0.0,7,0,2,0,0,0
0.026259974,78,0,2302.0,0.0,8,0,2,0,0,0
0.135841666,42,0,0.323894853,11830.0,9,0,2,0,2,0
0.263088661,59,0,0.357339395,8358.0,6,0,2,0,2,0
0.9999999,22,0,0.0,820.0,1,0,0,0,0,0
0.0,36,0,0.079417226,7000.0,3,0,0,0,0,0
0.0,71,0,0.401239669,2419.0,6,0,1,0,0,0
0.072358954,72,0,1471.0,0.0,9,0,1,0,0,0
0.190952262,64,2,0.204799675,4916.0,13,0,1,0,0,1
0.687154637,54,2,0.542224603,5600.0,11,0,2,1,0,0
0.031932277,60,0,0.218371131,7010.0,28,0,1,0,0,0
0.236216752,45,0,0.476300928,9915.0,9,0,2,0,2,0
0.027703404,57,1,0.480207917,2500.0,10,0,1,0,0,0
0.598715177,47,0,3268.0,0.0,11,0,2,0,2,0
0.012041033,60,0,0.206497969,3200.0,8,0,0,0,0,0
0.01395715,45,0,0.142800737,7597.0,14,0,2,0,0,0
0.376315592,64,0,2951.0,0.0,9,0,2,0,1,0
0.996780645,50,0,0.279170861,21853.0,9,0,2,0,4,0
0.9999999,22,0,87.0,0.0,0,0,0,0,0,0
0.205433869,39,0,0.394883781,7700.0,14,0,2,0,2,0
0.149935484,34,0,0.473755965,4400.0,12,0,2,0,3,0
0.033357861,67,0,1690.0,0.0,13,0,2,0,0,0
0.001595711,76,0,2.0,0.0,2,0,0,0,0,0
0.733375288,44,4,0.536641873,8200.0,11,0,2,0,2,0
0.837222777,50,1,1.862901936,6250.0,11,0,3,0,1,0
0.061093761,56,0,0.440097646,15975.0,18,0,3,0,2,0
0.000258182,38,0,0.363981643,25275.0,29,0,3,0,2,0
0.9999999,80,0,0.0,0.0,1,0,0,0,0,0
0.617006666,88,1,1252.0,0.0,8,0,0,0,0,0
0.716657234,32,1,0.2020688,4156.0,8,0,0,0,3,0
0.9999999,21,0,56.0,0.0,0,0,0,0,0,0
0.260711958,74,0,0.643340194,3400.0,18,0,2,0,0,0
0.262775568,74,0,454.0,0.0,5,0,0,0,0,0
0.822202098,39,2,0.443371832,5800.0,14,2,1,0,1,0
0.02953351,33,1,0.51026393,3750.0,19,0,1,0,0,0
0.999951967,57,0,2280.0,0.0,4,0,1,0,0,0
0.075808549,73,0,0.336165959,4000.0,15,0,1,0,0,0
0.0,46,0,0.479881177,3702.0,5,0,1,0,3,0
0.045071236,54,0,0.140202828,13508.0,7,0,1,0,1,0
0.71314741,55,1,866.0,0.0,4,6,0,0,0,1
0.040162684,52,0,573.0,0.0,3,0,0,0,0,0
0.042073687,59,0,1379.0,0.0,4,0,1,0,0,0
0.01748589,58,0,0.682560943,3732.0,14,0,1,0,1,0
0.409858244,53,0,0.927024325,3000.0,14,0,2,0,1,0
0.0471002,30,0,0.088026981,5929.0,5,0,0,0,1,0
0.207175217,67,0,0.118854673,3701.0,3,0,0,0,0,0
0.07967013,62,1,0.274080658,9000.0,29,0,1,0,0,0
0.024271957,78,0,0.00552191,5613.0,3,0,0,0,0,0
0.036027517,64,0,1424.0,0.0,4,0,1,0,0,0
0.01579921,42,0,2059.0,0.0,4,0,1,0,0,0
0.0,22,0,0.0,0.0,2,0,0,0,0,0
0.265894509,58,1,0.421175425,9000.0,10,0,2,0,1,0
0.322795341,55,1,23.0,0.0,2,0,0,0,1,0
0.592469043,62,0,0.737052211,9518.0,15,0,2,0,1,0
0.297576648,52,0,0.354828835,19600.0,16,0,4,0,2,0
0.158407089,38,0,0.233790648,25000.0,10,0,3,0,0,0
0.976673526,44,0,0.195294713,11858.0,6,0,0,0,6,0
0.32208185,51,0,0.500626566,9575.0,6,0,2,0,3,0
0.027892569,63,0,0.684069441,7833.0,18,0,5,0,0,0
0.9999999,37,2,0.373195113,2700.0,3,1,0,0,3,1
0.146162873,55,0,0.086813548,3040.0,6,0,0,0,1,0
0.174186625,33,0,0.345226615,10369.0,5,0,1,0,1,0
0.127201994,48,0,0.721142309,4166.0,8,0,2,0,1,0
0.795301175,27,0,0.098315127,5400.0,3,0,0,0,3,0
0.778959395,29,0,0.687366167,1400.0,11,0,0,0,0,0
0.442837144,66,0,0.796167247,3443.0,9,0,2,0,0,0
0.097012029,50,0,0.030957523,8333.0,6,0,0,0,0,0
0.147271094,45,0,0.611360239,6020.0,9,0,3,0,2,0
0.026349341,38,0,0.099127006,3550.0,11,0,0,0,0,0
0.572669837,62,5,0.317097317,10100.0,12,0,2,0,0,0
0.01833777,79,0,0.024650233,1500.0,5,0,0,0,0,0
0.012541948,57,0,0.323419145,4000.0,7,0,1,0,0,0
0.0,41,0,0.160364781,18750.0,5,0,2,0,3,0
0.016518341,52,0,0.003124349,4800.0,4,0,0,0,0,0
0.428719813,43,0,0.031925185,3100.0,27,0,0,0,2,0
0.523008673,48,0,0.728451883,4779.0,8,0,2,0,0,0
0.810879275,48,0,0.133116883,7083.0,11,0,0,0,0,0
0.482634152,40,2,0.125398119,13500.0,11,0,1,0,2,0
0.686735949,43,0,0.345257662,10342.0,8,0,2,0,5,0
0.116361141,52,1,0.181708421,6625.0,10,1,1,0,1,0
0.9999999,33,0,0.446366782,2600.0,5,0,1,0,0,0
0.097131403,81,0,0.463717838,3458.0,15,0,1,0,0,0
0.006578601,75,0,0.001138952,3511.0,7,0,0,0,0,0
0.005561491,73,0,0.000579173,8632.0,4,0,0,0,0,0
0.073212427,52,0,1667.0,0.0,8,0,1,0,1,0
0.009582535,36,0,0.140393239,2898.0,3,0,0,0,0,0
